codigo_localidad,anio,mes,hora,dia_semana,genero,grupo_incidente,prioridad,n_incidentes,tiempo_respuesta_mediana,pct_recepcion_nula
8.0,2025,9,21,domingo,FEMENINO,OTROS,CRITICA,1,,1.0
8.0,2025,9,21,jueves,FEMENINO,OTROS,CRITICA,1,,1.0
8.0,2025,9,21,jueves,MASCULINO,OTROS,ALTA,2,,1.0
8.0,2025,9,21,jueves,MASCULINO,OTROS,MEDIA,1,233.65,0.0
8.0,2025,9,21,lunes,FEMENINO,OTROS,ALTA,1,77.13333333333334,0.0
8.0,2025,9,21,lunes,SIN_DATO,OTROS,CRITICA,1,,1.0
8.0,2025,9,21,martes,FEMENINO,OTROS,CRITICA,2,207.15,0.0
8.0,2025,9,21,miércoles,FEMENINO,OTROS,CRITICA,2,253.5,0.0
8.0,2025,9,21,miércoles,MASCULINO,OTROS,ALTA,1,224.81666666666666,0.0
8.0,2025,9,21,sábado,FEMENINO,OTROS,ALTA,1,178.43333333333334,0.0
8.0,2025,9,21,sábado,SIN_DATO,OTROS,ALTA,1,,1.0
8.0,2025,9,21,sábado,SIN_DATO,OTROS,CRITICA,1,,1.0
8.0,2025,9,21,jueves,FEMENINO,SALUD_MENTAL,CRITICA,1,229.71666666666667,0.0
8.0,2025,9,21,lunes,SIN_DATO,SALUD_MENTAL,ALTA,1,,1.0
8.0,2025,9,21,martes,MASCULINO,SALUD_MENTAL,ALTA,1,254.68333333333334,0.0
8.0,2025,9,21,martes,MASCULINO,SALUD_MENTAL,MEDIA,1,210.76666666666668,0.0
8.0,2025,9,21,martes,SIN_DATO,SALUD_MENTAL,ALTA,1,,1.0
8.0,2025,9,21,domingo,SIN_DATO,SUICIDIO,CRITICA,1,,1.0
8.0,2025,9,21,lunes,SIN_DATO,SUICIDIO,ALTA,1,,1.0
8.0,2025,9,21,martes,MASCULINO,SUICIDIO,CRITICA,1,237.48333333333332,0.0
8.0,2025,9,21,miércoles,MASCULINO,SUICIDIO,ALTA,1,203.6,0.0
8.0,2025,9,21,miércoles,SIN_DATO,SUICIDIO,BAJA,1,,1.0
8.0,2025,9,21,sábado,SIN_DATO,SUICIDIO,ALTA,1,,1.0
8.0,2025,9,21,sábado,SIN_DATO,SUICIDIO,MEDIA,1,,1.0
8.0,2025,9,21,viernes,SIN_DATO,SUICIDIO,BAJA,1,,1.0
9.0,2025,9,21,domingo,MASCULINO,CLINICO,ALTA,1,114.38333333333334,0.0
9.0,2025,9,21,lunes,MASCULINO,CLINICO,ALTA,1,84.31666666666666,0.0
9.0,2025,9,21,martes,FEMENINO,CLINICO,ALTA,1,77.38333333333334,0.0
9.0,2025,9,21,miércoles,FEMENINO,CLINICO,ALTA,1,164.53333333333333,0.0
9.0,2025,9,21,miércoles,SIN_DATO,CLINICO,CRITICA,1,,1.0
9.0,2025,9,21,sábado,SIN_DATO,CLINICO,MEDIA,1,,1.0
9.0,2025,9,21,viernes,SIN_DATO,CLINICO,ALTA,1,,1.0
9.0,2025,9,21,viernes,SIN_DATO,CLINICO,CRITICA,1,,1.0
9.0,2025,9,21,domingo,FEMENINO,OTROS,ALTA,1,87.41666666666667,0.0
9.0,2025,9,21,domingo,FEMENINO,OTROS,CRITICA,1,216.18333333333334,0.0
9.0,2025,9,21,martes,SIN_DATO,OTROS,CRITICA,1,,1.0
9.0,2025,9,21,miércoles,FEMENINO,OTROS,ALTA,1,236.05,0.0
9.0,2025,9,21,sábado,FEMENINO,OTROS,MEDIA,1,114.48333333333333,0.0
9.0,2025,9,21,sábado,SIN_DATO,OTROS,BAJA,1,,1.0
9.0,2025,9,21,martes,FEMENINO,SALUD_MENTAL,MEDIA,1,230.96666666666667,0.0
9.0,2025,9,21,miércoles,SIN_DATO,SALUD_MENTAL,ALTA,1,,1.0
9.0,2025,9,21,viernes,MASCULINO,SALUD_MENTAL,ALTA,1,216.58333333333334,0.0
9.0,2025,9,21,martes,MASCULINO,SUICIDIO,ALTA,1,206.93333333333334,0.0
9.0,2025,9,21,miércoles,FEMENINO,SUICIDIO,ALTA,1,72.06666666666666,0.0
9.0,2025,9,21,viernes,FEMENINO,SUICIDIO,ALTA,1,,1.0
9.0,2025,9,21,viernes,SIN_DATO,SUICIDIO,ALTA,1,,1.0
10.0,2025,9,21,jueves,MASCULINO,CLINICO,ALTA,1,176.28333333333333,0.0
10.0,2025,9,21,martes,SIN_DATO,CLINICO,MEDIA,1,,1.0
10.0,2025,9,21,miércoles,MASCULINO,CLINICO,ALTA,1,,1.0
10.0,2025,9,21,miércoles,SIN_DATO,CLINICO,ALTA,1,,1.0
10.0,2025,9,21,sábado,FEMENINO,CLINICO,ALTA,2,151.18333333333334,0.0
10.0,2025,9,21,sábado,MASCULINO,CLINICO,MEDIA,1,,1.0
10.0,2025,9,21,sábado,SIN_DATO,CLINICO,ALTA,2,,1.0
10.0,2025,9,21,viernes,SIN_DATO,CLINICO,BAJA,1,,1.0
10.0,2025,9,21,domingo,FEMENINO,OTROS,CRITICA,1,91.93333333333334,0.0
10.0,2025,9,21,domingo,SIN_DATO,OTROS,CRITICA,3,,1.0
10.0,2025,9,21,jueves,SIN_DATO,OTROS,CRITICA,1,,1.0
10.0,2025,9,21,lunes,FEMENINO,OTROS,ALTA,1,,1.0
10.0,2025,9,21,lunes,FEMENINO,OTROS,CRITICA,1,,1.0
10.0,2025,9,21,lunes,MASCULINO,OTROS,ALTA,1,,1.0
10.0,2025,9,21,lunes,SIN_DATO,OTROS,CRITICA,1,,1.0
10.0,2025,9,21,martes,SIN_DATO,OTROS,ALTA,1,,1.0
10.0,2025,9,21,martes,SIN_DATO,OTROS,CRITICA,1,,1.0
10.0,2025,9,21,miércoles,FEMENINO,OTROS,ALTA,1,212.08333333333334,0.0
10.0,2025,9,21,miércoles,MASCULINO,OTROS,CRITICA,1,,0.0
10.0,2025,9,21,miércoles,SIN_DATO,OTROS,CRITICA,1,,1.0
10.0,2025,9,21,sábado,MASCULINO,OTROS,CRITICA,1,,0.0
10.0,2025,9,21,sábado,SIN_DATO,OTROS,ALTA,2,,1.0
10.0,2025,9,21,sábado,SIN_DATO,OTROS,CRITICA,1,,1.0
10.0,2025,9,21,sábado,SIN_DATO,OTROS,MEDIA,1,,1.0
10.0,2025,9,21,viernes,FEMENINO,OTROS,CRITICA,2,242.23333333333332,0.5
10.0,2025,9,21,viernes,SIN_DATO,OTROS,BAJA,1,,1.0
10.0,2025,9,21,domingo,MASCULINO,SALUD_MENTAL,ALTA,1,202.88333333333333,0.0
10.0,2025,9,21,jueves,FEMENINO,SALUD_MENTAL,ALTA,1,200.33333333333334,0.0
10.0,2025,9,21,jueves,FEMENINO,SALUD_MENTAL,MEDIA,1,187.78333333333333,0.0
10.0,2025,9,21,lunes,FEMENINO,SALUD_MENTAL,ALTA,1,205.16666666666666,0.0
10.0,2025,9,21,martes,MASCULINO,SALUD_MENTAL,ALTA,1,160.21666666666667,0.0
10.0,2025,9,21,miércoles,SIN_DATO,SALUD_MENTAL,MEDIA,1,,1.0
10.0,2025,9,21,sábado,FEMENINO,SALUD_MENTAL,ALTA,1,107.35,0.0
10.0,2025,9,21,viernes,MASCULINO,SALUD_MENTAL,ALTA,1,205.71666666666667,0.0
10.0,2025,9,21,domingo,FEMENINO,SUICIDIO,ALTA,1,108.68333333333334,0.0
10.0,2025,9,21,domingo,SIN_DATO,SUICIDIO,ALTA,1,,1.0
10.0,2025,9,21,lunes,MASCULINO,SUICIDIO,ALTA,1,,1.0
10.0,2025,9,21,lunes,MASCULINO,SUICIDIO,CRITICA,1,271.31666666666666,0.0
10.0,2025,9,21,martes,FEMENINO,SUICIDIO,ALTA,1,232.75,0.0
10.0,2025,9,21,miércoles,MASCULINO,SUICIDIO,ALTA,1,350.1,0.0
10.0,2025,9,21,sábado,MASCULINO,SUICIDIO,ALTA,1,88.76666666666667,0.0
11.0,2025,9,21,lunes,FEMENINO,CLINICO,MEDIA,1,213.1,0.0
11.0,2025,9,21,lunes,SIN_DATO,CLINICO,ALTA,1,,1.0
11.0,2025,9,21,lunes,SIN_DATO,CLINICO,CRITICA,1,,1.0
11.0,2025,9,21,martes,SIN_DATO,CLINICO,ALTA,2,,1.0
11.0,2025,9,21,martes,SIN_DATO,CLINICO,MEDIA,2,,1.0
11.0,2025,9,21,domingo,MASCULINO,OTROS,MEDIA,2,280.8666666666667,0.5
11.0,2025,9,21,jueves,SIN_DATO,OTROS,ALTA,1,,1.0
11.0,2025,9,21,jueves,SIN_DATO,OTROS,CRITICA,1,,1.0
11.0,2025,9,21,lunes,MASCULINO,OTROS,ALTA,1,,1.0
11.0,2025,9,21,lunes,SIN_DATO,OTROS,CRITICA,1,,1.0
11.0,2025,9,21,miércoles,SIN_DATO,OTROS,BAJA,1,,1.0
11.0,2025,9,21,sábado,FEMENINO,OTROS,ALTA,1,156.18333333333334,0.0
11.0,2025,9,21,sábado,SIN_DATO,OTROS,MEDIA,1,,1.0
11.0,2025,9,21,domingo,MASCULINO,SALUD_MENTAL,ALTA,2,224.625,0.0
11.0,2025,9,21,domingo,SIN_DATO,SALUD_MENTAL,ALTA,1,,1.0
11.0,2025,9,21,martes,SIN_DATO,SALUD_MENTAL,BAJA,1,,1.0
11.0,2025,9,21,viernes,SIN_DATO,SALUD_MENTAL,BAJA,1,,1.0
11.0,2025,9,21,domingo,FEMENINO,SUICIDIO,ALTA,1,174.96666666666667,0.0
11.0,2025,9,21,domingo,SIN_DATO,SUICIDIO,ALTA,1,,1.0
11.0,2025,9,21,martes,SIN_DATO,SUICIDIO,ALTA,1,,1.0
11.0,2025,9,21,viernes,SIN_DATO,SUICIDIO,CRITICA,1,,1.0
12.0,2025,9,21,domingo,MASCULINO,CLINICO,ALTA,1,137.11666666666667,0.0
12.0,2025,9,21,domingo,SIN_DATO,CLINICO,ALTA,1,,1.0
12.0,2025,9,21,domingo,SIN_DATO,CLINICO,MEDIA,1,,1.0
12.0,2025,9,21,martes,MASCULINO,CLINICO,ALTA,1,242.36666666666667,0.0
12.0,2025,9,21,sábado,SIN_DATO,CLINICO,ALTA,1,,1.0
12.0,2025,9,21,viernes,SIN_DATO,CLINICO,ALTA,1,,1.0
12.0,2025,9,21,sábado,FEMENINO,OTROS,CRITICA,2,258.8666666666667,0.0
12.0,2025,9,21,viernes,SIN_DATO,OTROS,CRITICA,1,,1.0
12.0,2025,9,21,martes,FEMENINO,SUICIDIO,CRITICA,1,160.83333333333334,0.0
13.0,2025,9,21,domingo,FEMENINO,CLINICO,ALTA,1,,1.0
13.0,2025,9,21,lunes,SIN_DATO,CLINICO,ALTA,1,,1.0
13.0,2025,9,21,sábado,SIN_DATO,CLINICO,ALTA,1,,1.0
13.0,2025,9,21,lunes,SIN_DATO,OTROS,CRITICA,1,,1.0
13.0,2025,9,21,viernes,MASCULINO,OTROS,ALTA,1,,1.0
13.0,2025,9,21,viernes,SIN_DATO,OTROS,CRITICA,1,,1.0
13.0,2025,9,21,sábado,SIN_DATO,SALUD_MENTAL,ALTA,1,,1.0
13.0,2025,9,21,domingo,FEMENINO,SUICIDIO,ALTA,1,250.48333333333332,0.0
13.0,2025,9,21,sábado,SIN_DATO,SUICIDIO,ALTA,1,,1.0
13.0,2025,9,21,viernes,MASCULINO,SUICIDIO,ALTA,1,,0.0
13.0,2025,9,21,viernes,SIN_DATO,SUICIDIO,ALTA,1,,1.0
14.0,2025,9,21,lunes,MASCULINO,CLINICO,ALTA,1,145.0,0.0
14.0,2025,9,21,lunes,SIN_DATO,CLINICO,ALTA,1,,1.0
14.0,2025,9,21,sábado,SIN_DATO,CLINICO,ALTA,1,,1.0
14.0,2025,9,21,viernes,SIN_DATO,CLINICO,ALTA,1,,1.0
14.0,2025,9,21,domingo,MASCULINO,OTROS,CRITICA,1,195.0,0.0
14.0,2025,9,21,jueves,SIN_DATO,OTROS,CRITICA,1,,1.0
14.0,2025,9,21,lunes,FEMENINO,OTROS,CRITICA,1,170.96666666666667,0.0
14.0,2025,9,21,lunes,MASCULINO,OTROS,CRITICA,1,183.61666666666667,0.0
14.0,2025,9,21,martes,FEMENINO,OTROS,ALTA,1,260.51666666666665,0.0
14.0,2025,9,21,martes,MASCULINO,OTROS,CRITICA,1,232.38333333333333,0.0
14.0,2025,9,21,martes,SIN_DATO,OTROS,CRITICA,1,,1.0
14.0,2025,9,21,miércoles,MASCULINO,OTROS,CRITICA,1,71.51666666666667,0.0
14.0,2025,9,21,miércoles,SIN_DATO,OTROS,ALTA,1,,1.0
14.0,2025,9,21,miércoles,MASCULINO,SALUD_MENTAL,ALTA,1,262.6666666666667,0.0
14.0,2025,9,21,sábado,MASCULINO,SALUD_MENTAL,ALTA,1,233.35,0.0
14.0,2025,9,21,domingo,SIN_DATO,SUICIDIO,ALTA,1,,1.0
14.0,2025,9,21,jueves,MASCULINO,SUICIDIO,ALTA,1,176.73333333333332,0.0
14.0,2025,9,21,sábado,SIN_DATO,VIOSEXUAL,MEDIA,1,,1.0
15.0,2025,9,21,martes,SIN_DATO,CLINICO,ALTA,1,,1.0
15.0,2025,9,21,jueves,FEMENINO,OTROS,CRITICA,1,,1.0
15.0,2025,9,21,sábado,FEMENINO,OTROS,CRITICA,1,208.65,0.0
15.0,2025,9,21,domingo,MASCULINO,SALUD_MENTAL,ALTA,1,142.18333333333334,0.0
16.0,2025,9,21,domingo,FEMENINO,CLINICO,ALTA,1,123.6,0.0
16.0,2025,9,21,domingo,MASCULINO,CLINICO,ALTA,1,,1.0
16.0,2025,9,21,domingo,SIN_DATO,CLINICO,ALTA,1,,1.0
16.0,2025,9,21,martes,SIN_DATO,CLINICO,ALTA,1,,1.0
16.0,2025,9,21,sábado,SIN_DATO,CLINICO,ALTA,1,,1.0
16.0,2025,9,21,viernes,MASCULINO,CLINICO,ALTA,1,,0.0
16.0,2025,9,21,viernes,SIN_DATO,CLINICO,ALTA,1,,1.0
16.0,2025,9,21,jueves,FEMENINO,OTROS,CRITICA,1,,1.0
16.0,2025,9,21,jueves,MASCULINO,OTROS,ALTA,1,145.16666666666666,0.0
16.0,2025,9,21,lunes,FEMENINO,OTROS,CRITICA,1,102.83333333333333,0.0
16.0,2025,9,21,miércoles,SIN_DATO,OTROS,CRITICA,1,,1.0
16.0,2025,9,21,sábado,MASCULINO,OTROS,CRITICA,1,,0.0
16.0,2025,9,21,sábado,SIN_DATO,OTROS,ALTA,1,,1.0
16.0,2025,9,21,viernes,FEMENINO,OTROS,ALTA,1,188.08333333333334,0.0
16.0,2025,9,21,viernes,SIN_DATO,OTROS,CRITICA,1,,1.0
16.0,2025,9,21,viernes,FEMENINO,SALUD_MENTAL,ALTA,1,107.35,0.0
16.0,2025,9,21,lunes,MASCULINO,SUICIDIO,ALTA,1,188.48333333333332,0.0
16.0,2025,9,21,sábado,FEMENINO,SUICIDIO,ALTA,1,,0.0
16.0,2025,9,21,sábado,MASCULINO,SUICIDIO,ALTA,1,232.75,0.0
16.0,2025,9,21,martes,FEMENINO,VIOSEXUAL,CRITICA,1,149.16666666666666,0.0
17.0,2025,9,21,sábado,SIN_DATO,CLINICO,ALTA,1,,1.0
17.0,2025,9,21,sábado,SIN_DATO,OTROS,CRITICA,1,,1.0
17.0,2025,9,21,viernes,FEMENINO,OTROS,ALTA,1,173.8,0.0
18.0,2025,9,21,domingo,FEMENINO,CLINICO,ALTA,2,269.31666666666666,0.5
18.0,2025,9,21,domingo,SIN_DATO,CLINICO,ALTA,1,,1.0
18.0,2025,9,21,domingo,SIN_DATO,CLINICO,MEDIA,1,,1.0
18.0,2025,9,21,lunes,FEMENINO,CLINICO,ALTA,1,,1.0
18.0,2025,9,21,martes,FEMENINO,CLINICO,CRITICA,1,196.73333333333332,0.0
18.0,2025,9,21,sábado,SIN_DATO,CLINICO,ALTA,1,,1.0
18.0,2025,9,21,domingo,FEMENINO,OTROS,ALTA,1,95.0,0.0
18.0,2025,9,21,domingo,FEMENINO,OTROS,CRITICA,1,285.8666666666667,0.0
18.0,2025,9,21,jueves,SIN_DATO,OTROS,ALTA,1,,1.0
18.0,2025,9,21,miércoles,MASCULINO,SALUD_MENTAL,ALTA,1,230.95,0.0
18.0,2025,9,21,miércoles,MASCULINO,SALUD_MENTAL,MEDIA,1,202.78333333333333,0.0
18.0,2025,9,21,sábado,SIN_DATO,SALUD_MENTAL,ALTA,1,,1.0
18.0,2025,9,21,viernes,MASCULINO,SALUD_MENTAL,MEDIA,1,259.98333333333335,0.0
18.0,2025,9,21,lunes,FEMENINO,SUICIDIO,ALTA,1,163.7,0.0
18.0,2025,9,21,miércoles,SIN_DATO,SUICIDIO,ALTA,1,,1.0
18.0,2025,9,21,sábado,MASCULINO,SUICIDIO,ALTA,1,231.71666666666667,0.0
18.0,2025,9,21,sábado,SIN_DATO,SUICIDIO,ALTA,1,,1.0
19.0,2025,9,21,domingo,FEMENINO,CLINICO,ALTA,1,,1.0
19.0,2025,9,21,domingo,MASCULINO,CLINICO,ALTA,2,84.25,0.0
19.0,2025,9,21,jueves,SIN_DATO,CLINICO,ALTA,1,,1.0
19.0,2025,9,21,martes,FEMENINO,CLINICO,ALTA,1,71.28333333333333,0.0
19.0,2025,9,21,martes,MASCULINO,CLINICO,MEDIA,1,107.91666666666667,0.0
19.0,2025,9,21,martes,SIN_DATO,CLINICO,CRITICA,1,,1.0
19.0,2025,9,21,sábado,SIN_DATO,CLINICO,ALTA,3,,1.0
19.0,2025,9,21,sábado,SIN_DATO,CLINICO,BAJA,1,,1.0
19.0,2025,9,21,sábado,SIN_DATO,CLINICO,CRITICA,1,,1.0
19.0,2025,9,21,viernes,MASCULINO,CLINICO,ALTA,1,234.03333333333333,0.0
19.0,2025,9,21,viernes,MASCULINO,CLINICO,MEDIA,1,,1.0
19.0,2025,9,21,lunes,MASCULINO,OTROS,ALTA,1,,1.0
19.0,2025,9,21,lunes,MASCULINO,OTROS,CRITICA,1,81.05,0.0
19.0,2025,9,21,martes,FEMENINO,OTROS,ALTA,1,212.5,0.0
19.0,2025,9,21,martes,FEMENINO,OTROS,CRITICA,2,110.23333333333333,0.5
19.0,2025,9,21,martes,SIN_DATO,OTROS,BAJA,1,,1.0
19.0,2025,9,21,miércoles,MASCULINO,OTROS,CRITICA,1,141.33333333333334,0.0
19.0,2025,9,21,miércoles,SIN_DATO,OTROS,CRITICA,1,,1.0
19.0,2025,9,21,sábado,FEMENINO,OTROS,ALTA,2,170.65,0.5
19.0,2025,9,21,sábado,SIN_DATO,OTROS,CRITICA,1,,1.0
19.0,2025,9,21,viernes,MASCULINO,OTROS,CRITICA,1,89.15,0.0
19.0,2025,9,21,lunes,FEMENINO,SUICIDIO,ALTA,1,,1.0
19.0,2025,9,21,lunes,FEMENINO,SUICIDIO,MEDIA,1,55.483333333333334,0.0
19.0,2025,9,21,martes,FEMENINO,SUICIDIO,ALTA,1,199.46666666666667,0.0
19.0,2025,9,21,sábado,MASCULINO,SUICIDIO,ALTA,1,231.86666666666667,0.0
1.0,2025,9,22,domingo,SIN_DATO,CLINICO,ALTA,1,,1.0
1.0,2025,9,22,miércoles,SIN_DATO,CLINICO,ALTA,1,,1.0
1.0,2025,9,22,sábado,SIN_DATO,CLINICO,ALTA,2,,1.0
1.0,2025,9,22,viernes,SIN_DATO,CLINICO,ALTA,1,,1.0
1.0,2025,9,22,domingo,FEMENINO,OTROS,ALTA,1,158.43333333333334,0.0
1.0,2025,9,22,martes,SIN_DATO,OTROS,ALTA,1,,1.0
1.0,2025,9,22,sábado,SIN_DATO,OTROS,CRITICA,1,,1.0
1.0,2025,9,22,lunes,FEMENINO,SALUD_MENTAL,MEDIA,1,120.05,0.0
1.0,2025,9,22,sábado,SIN_DATO,SALUD_MENTAL,MEDIA,1,,1.0
1.0,2025,9,22,martes,MASCULINO,SUICIDIO,ALTA,1,,1.0
1.0,2025,9,22,viernes,FEMENINO,SUICIDIO,ALTA,1,174.96666666666667,0.0
1.0,2025,9,22,domingo,SIN_DATO,VIOSEXUAL,ALTA,1,,1.0
2.0,2025,9,22,miércoles,MASCULINO,OTROS,ALTA,1,,1.0
2.0,2025,9,22,sábado,SIN_DATO,OTROS,CRITICA,1,,1.0
2.0,2025,9,22,viernes,SIN_DATO,SALUD_MENTAL,ALTA,1,,1.0
2.0,2025,9,22,viernes,SIN_DATO,SUICIDIO,ALTA,1,,1.0
3.0,2025,9,22,miércoles,MASCULINO,CLINICO,CRITICA,1,,0.0
3.0,2025,9,22,jueves,FEMENINO,OTROS,CRITICA,1,158.98333333333332,0.0
3.0,2025,9,22,jueves,SIN_DATO,OTROS,CRITICA,1,,1.0
3.0,2025,9,22,martes,FEMENINO,OTROS,CRITICA,1,207.35,0.0
3.0,2025,9,22,miércoles,MASCULINO,OTROS,CRITICA,1,327.96666666666664,0.0
3.0,2025,9,22,sábado,SIN_DATO,OTROS,ALTA,1,,1.0
3.0,2025,9,22,viernes,MASCULINO,OTROS,ALTA,1,,1.0
4.0,2025,9,22,domingo,MASCULINO,CLINICO,ALTA,1,157.41666666666666,0.0
4.0,2025,9,22,viernes,FEMENINO,CLINICO,ALTA,1,210.65,0.0
4.0,2025,9,22,domingo,MASCULINO,OTROS,ALTA,1,119.78333333333333,0.0
4.0,2025,9,22,domingo,SIN_DATO,OTROS,CRITICA,1,,1.0
4.0,2025,9,22,martes,MASCULINO,OTROS,CRITICA,1,132.85,0.0
4.0,2025,9,22,sábado,FEMENINO,OTROS,ALTA,2,166.5,0.5
4.0,2025,9,22,sábado,MASCULINO,OTROS,ALTA,1,62.85,0.0
4.0,2025,9,22,sábado,SIN_DATO,OTROS,CRITICA,1,,1.0
4.0,2025,9,22,viernes,MASCULINO,OTROS,ALTA,1,163.93333333333334,0.0
4.0,2025,9,22,viernes,SIN_DATO,OTROS,CRITICA,1,,1.0
4.0,2025,9,22,lunes,SIN_DATO,SALUD_MENTAL,MEDIA,1,,1.0
4.0,2025,9,22,martes,SIN_DATO,SALUD_MENTAL,MEDIA,1,,1.0
4.0,2025,9,22,martes,SIN_DATO,SUICIDIO,ALTA,1,,1.0
4.0,2025,9,22,miércoles,FEMENINO,SUICIDIO,MEDIA,1,89.51666666666667,0.0
4.0,2025,9,22,lunes,FEMENINO,VIOSEXUAL,ALTA,1,191.88333333333333,0.0
5.0,2025,9,22,jueves,FEMENINO,CLINICO,ALTA,1,101.18333333333334,0.0
5.0,2025,9,22,martes,SIN_DATO,CLINICO,CRITICA,1,,1.0
5.0,2025,9,22,sábado,MASCULINO,CLINICO,ALTA,1,103.86666666666666,0.0
5.0,2025,9,22,sábado,MASCULINO,CLINICO,CRITICA,1,165.85,0.0
5.0,2025,9,22,domingo,FEMENINO,OTROS,CRITICA,1,,1.0
5.0,2025,9,22,domingo,SIN_DATO,OTROS,CRITICA,1,,1.0
5.0,2025,9,22,martes,MASCULINO,OTROS,ALTA,1,85.2,0.0
5.0,2025,9,22,viernes,FEMENINO,OTROS,ALTA,1,,1.0
5.0,2025,9,22,martes,SIN_DATO,SALUD_MENTAL,ALTA,1,,1.0
5.0,2025,9,22,martes,SIN_DATO,SUICIDIO,ALTA,1,,1.0
5.0,2025,9,22,sábado,FEMENINO,SUICIDIO,CRITICA,1,,0.0
5.0,2025,9,22,viernes,SIN_DATO,SUICIDIO,ALTA,1,,1.0
6.0,2025,9,22,viernes,SIN_DATO,CLINICO,ALTA,1,,1.0
6.0,2025,9,22,domingo,SIN_DATO,OTROS,CRITICA,1,,1.0
6.0,2025,9,22,martes,MASCULINO,OTROS,ALTA,1,,1.0
6.0,2025,9,22,martes,SIN_DATO,OTROS,CRITICA,1,,1.0
6.0,2025,9,22,miércoles,MASCULINO,SUICIDIO,ALTA,1,195.65,0.0
7.0,2025,9,22,jueves,FEMENINO,CLINICO,CRITICA,1,193.81666666666666,0.0
7.0,2025,9,22,miércoles,MASCULINO,CLINICO,ALTA,2,114.80833333333334,0.0
7.0,2025,9,22,sábado,SIN_DATO,CLINICO,MEDIA,1,,1.0
7.0,2025,9,22,viernes,MASCULINO,CLINICO,ALTA,1,73.41666666666667,0.0
7.0,2025,9,22,viernes,SIN_DATO,CLINICO,BAJA,1,,1.0
7.0,2025,9,22,domingo,FEMENINO,OTROS,ALTA,1,87.53333333333333,0.0
7.0,2025,9,22,domingo,SIN_DATO,OTROS,CRITICA,1,,1.0
7.0,2025,9,22,lunes,MASCULINO,OTROS,CRITICA,1,131.43333333333334,0.0
7.0,2025,9,22,lunes,SIN_DATO,OTROS,CRITICA,1,,1.0
7.0,2025,9,22,martes,MASCULINO,OTROS,ALTA,1,222.75,0.0
7.0,2025,9,22,miércoles,MASCULINO,OTROS,BAJA,1,,1.0
7.0,2025,9,22,sábado,FEMENINO,OTROS,ALTA,1,,1.0
7.0,2025,9,22,sábado,SIN_DATO,OTROS,CRITICA,1,,1.0
7.0,2025,9,22,viernes,FEMENINO,OTROS,ALTA,2,106.0,0.0
7.0,2025,9,22,lunes,MASCULINO,SALUD_MENTAL,ALTA,1,106.41666666666667,0.0
7.0,2025,9,22,martes,MASCULINO,SALUD_MENTAL,ALTA,2,130.70833333333334,0.0
7.0,2025,9,22,miércoles,FEMENINO,SUICIDIO,ALTA,1,168.95,0.0
8.0,2025,9,22,domingo,FEMENINO,CLINICO,ALTA,1,,1.0
8.0,2025,9,22,domingo,FEMENINO,CLINICO,CRITICA,1,,1.0
8.0,2025,9,22,domingo,MASCULINO,CLINICO,ALTA,1,83.98333333333333,0.0
8.0,2025,9,22,jueves,SIN_DATO,CLINICO,ALTA,2,,1.0
8.0,2025,9,22,lunes,SIN_DATO,CLINICO,CRITICA,1,,1.0
8.0,2025,9,22,martes,MASCULINO,CLINICO,ALTA,1,202.55,0.0
8.0,2025,9,22,martes,SIN_DATO,CLINICO,ALTA,1,57.38333333333333,0.0
8.0,2025,9,22,miércoles,MASCULINO,CLINICO,MEDIA,1,,0.0
8.0,2025,9,22,miércoles,SIN_DATO,CLINICO,ALTA,2,,1.0
8.0,2025,9,22,sábado,FEMENINO,CLINICO,ALTA,1,,1.0
8.0,2025,9,22,sábado,FEMENINO,CLINICO,MEDIA,1,133.25,0.0
8.0,2025,9,22,viernes,MASCULINO,CLINICO,MEDIA,1,208.86666666666667,0.0
8.0,2025,9,22,jueves,FEMENINO,OTROS,CRITICA,1,,1.0
8.0,2025,9,22,lunes,FEMENINO,OTROS,CRITICA,2,136.66666666666669,0.0
8.0,2025,9,22,martes,FEMENINO,OTROS,ALTA,1,,1.0
8.0,2025,9,22,martes,MASCULINO,OTROS,CRITICA,1,,1.0
8.0,2025,9,22,martes,SIN_DATO,OTROS,CRITICA,1,,1.0
8.0,2025,9,22,sábado,FEMENINO,OTROS,ALTA,1,76.23333333333333,0.0
8.0,2025,9,22,sábado,FEMENINO,OTROS,CRITICA,1,197.35,0.0
8.0,2025,9,22,sábado,MASCULINO,OTROS,CRITICA,1,166.63333333333333,0.0
8.0,2025,9,22,viernes,FEMENINO,OTROS,ALTA,1,,0.0
8.0,2025,9,22,viernes,FEMENINO,OTROS,CRITICA,1,,0.0
8.0,2025,9,22,viernes,SIN_DATO,OTROS,BAJA,1,,1.0
8.0,2025,9,22,domingo,MASCULINO,SALUD_MENTAL,ALTA,1,115.96666666666667,0.0
8.0,2025,9,22,lunes,FEMENINO,SALUD_MENTAL,MEDIA,1,123.85,0.0
8.0,2025,9,22,martes,MASCULINO,SALUD_MENTAL,ALTA,1,95.51666666666667,0.0
8.0,2025,9,22,sábado,FEMENINO,SALUD_MENTAL,ALTA,1,73.83333333333333,0.0
8.0,2025,9,22,sábado,SIN_DATO,SALUD_MENTAL,BAJA,1,,1.0
8.0,2025,9,22,viernes,FEMENINO,SALUD_MENTAL,ALTA,1,,0.0
8.0,2025,9,22,viernes,SIN_DATO,SALUD_MENTAL,ALTA,1,,1.0
